8TSL_NOR2B_iddarail	2.20418e-04	2.81310e-04	3.47895e-04	4.19548e-04	4.95907e-04	5.76265e-04	6.60808e-04	7.48675e-04	8.39913e-04	9.33674e-04	1.03041e-03	1.12974e-03	1.23066e-03	1.33337e-03
8TSL_NOR2B_acceff	5.62833e-15	5.78398e-15	5.94505e-15	6.11024e-15	6.27679e-15	6.44220e-15	6.61321e-15	6.78384e-15	6.94968e-15	7.11726e-15	7.28113e-15	7.44788e-15	7.60870e-15	7.76838e-15
8TSL_NOR2B_acreff	2.26518e+03	1.95281e+03	1.72289e+03	1.54788e+03	1.41040e+03	1.30052e+03	1.20980e+03	1.13460e+03	1.07088e+03	1.01689e+03	9.69942e+02	9.28905e+02	8.93348e+02	8.62018e+02
8TSL_NAND3B	1.51050e+01	1.33128e+01	1.20081e+01	1.10303e+01	1.02702e+01	9.69055	9.21710	8.83012	8.52199	8.26036	8.04258	7.86247	7.70107	7.57740
8TSL_NAND3B_iddq	1.02865e-07	1.09973e-07	1.17484e-07	1.25433e-07	1.33848e-07	1.42780e-07	1.52273e-07	1.62376e-07	1.73167e-07	1.84763e-07	1.97276e-07	2.10931e-07	2.25975e-07	2.42883e-07
8TSL_NAND3B_iddarail	2.10806e-04	2.70351e-04	3.35656e-04	4.06117e-04	4.81494e-04	5.61180e-04	6.44777e-04	7.31965e-04	8.21828e-04	9.15138e-04	1.01066e-03	1.10909e-03	1.20995e-03	1.31165e-03
8TSL_NAND3B_acceff	6.37524e-15	6.54969e-15	6.72275e-15	6.89634e-15	7.06861e-15	7.25488e-15	7.43253e-15	7.60759e-15	7.78536e-15	7.96073e-15	8.13180e-15	8.30841e-15	8.47428e-15	8.64599e-15
8TSL_NAND3B_acreff	2.36933e+03	2.03259e+03	1.78618e+03	1.59945e+03	1.45293e+03	1.33573e+03	1.24010e+03	1.16070e+03	1.09462e+03	1.03764e+03	9.89028e+02	9.46327e+02	9.08758e+02	8.76406e+02
8TSL_AOI21	1.62763e+01	1.43756e+01	1.29863e+01	1.19480e+01	1.11448e+01	1.05075e+01	1.00048e+01	9.59804	9.25715	8.98610	8.75136	8.55287	8.38528	8.24144
8TSL_AOI21_iddq	1.52667e-07	1.62670e-07	1.73200e-07	1.84319e-07	1.96054e-07	2.08467e-07	2.21617e-07	2.35573e-07	2.50433e-07	2.66320e-07	2.83396e-07	3.01881e-07	3.22131e-07	3.44635e-07
